census_block_geoid,count
420032206002.0,311
420032406001.0,168
420032406002.0,186
420032412001.0,90
420032412002.0,65
420032503001.0,172
420032507001.0,245
420032509001.0,118
420032509002.0,73
420032602001.0,50
420032602002.0,76
420032602003.0,46
420032607001.0,116
420032607002.0,58
420032609001.0,281
420032612001.0,58
420032614001.0,92
420032614002.0,111
420032614003.0,85
420032614004.0,48
420032615001.0,92
420032615002.0,159
420032620001.0,130
420032620002.0,163
420032620003.0,103
420032701001.0,124
420032701002.0,104
420032703001.0,163
420032703002.0,80
420032704001.0,102
420032708001.0,83
420032708002.0,138
420032708003.0,50
420032715001.0,203
420032715002.0,208
420032715003.0,165
420032814001.0,65
420032814002.0,240
420032815001.0,52
420032815002.0,60
420032901001.0,200
420032901002.0,133
420032901003.0,182
420032902001.0,67
420032902002.0,38
420032902003.0,74
420032902004.0,98
420032902005.0,87
420032904001.0,114
420032904002.0,253
420032904003.0,54
420032904004.0,50
420032904005.0,95
420033001001.0,40
420033001002.0,102
420033001003.0,202
420033001004.0,117
420033001005.0,117
420033001006.0,90
420033102001.0,16
420033102002.0,22
420033102003.0,32
420033102004.0,37
420033102005.0,34
420033103001.0,34
420033204001.0,55
420033204002.0,26
420033204003.0,61
420033206001.0,82
420033206002.0,80
420033207001.0,69
420033207002.0,78
420034012002.0,1
420034132012.0,1
420034211002.0,33
420034240003.0,1
420034267001.0,1
420034272001.0,1
420034281001.0,1
420034291001.0,1
420034292012.0,1
420034295003.0,1
420034297002.0,1
420034302003.0,1
420034311001.0,1
420034315002.0,2
420034324003.0,1
420034350001.0,3
420034490001.0,1
420034511012.0,1
420034591023.0,1
420034592011.0,2
420034600021.0,2
420034610001.0,1
420034621003.0,2
420034626001.0,1
420034626003.0,2
420034626004.0,1
420034643002.0,3
420034643003.0,1
420034643004.0,6
420034644002.0,1
420034644004.0,2
420034656001.0,7
420034656002.0,1
420034658001.0,3
420034658002.0,1
420034688003.0,2
420034690001.0,3
420034690003.0,6
420034705021.0,3
420034706001.0,1
420034710001.0,1
420034721001.0,1
420034721002.0,1
420034733001.0,6
420034753032.0,1
420034753044.0,1
420034772001.0,6
420034781001.0,1
420034781003.0,1
420034782003.0,3
420034790001.0,3
420034801014.0,1
420034803001.0,3
420034803003.0,2
420034804001.0,1
420034804003.0,1
420034810001.0,37
420034810002.0,45
420034810003.0,60
420034810004.0,9
420034838002.0,1
420034838003.0,3
420034843003.0,1
420034845001.0,1
420034845002.0,1
420034845004.0,1
420034867001.0,1
420034868001.0,1
420034881002.0,13
420034994003.0,1
420035030021.0,1
420035041003.0,1
420035041004.0,1
420035080001.0,1
420035094001.0,1
420035094004.0,1
420035094005.0,1
420035100001.0,11
420035100002.0,4
420035128001.0,2
420035129001.0,1
420035138001.0,1
420035140002.0,1
420035151002.0,2
420035153001.0,2
420035153002.0,2
420035154012.0,1
420035170002.0,2
420035180012.0,1
420035180013.0,1
420035190003.0,1
420035200011.0,1
420035200022.0,1
420035211003.0,1
420035213011.0,1
420035214011.0,1
420035220003.0,1
420035231001.0,2
420035231002.0,1
420035232002.0,1
420035232004.0,1
420035233002.0,1
420035234001.0,1
420035234004.0,1
420035235012.0,1
420035235013.0,1
420035240003.0,1
420035251001.0,1
420035509001.0,1
420035512003.0,2
420035524003.0,2
420035604001.0,5
420035604002.0,2
420035605001.0,1
420035605002.0,1
420035610001.0,1
420035611001.0,6
420035612001.0,8
420035612002.0,7
420035614002.0,3
420035614003.0,1
420035615001.0,1
420035615003.0,1
420035616001.0,38
420035616002.0,73
420035616003.0,112
420035616004.0,76
420035617001.0,27
420035617002.0,74
420035619001.0,34
420035619002.0,210
420035620001.0,85
420035620002.0,115
420035620003.0,32
420035623001.0,93
420035623002.0,92
420035623003.0,95
420035623004.0,122
420035623005.0,59
420035623006.0,116
420035624001.0,90
420035624002.0,72
420035624003.0,37
420035624004.0,91
420035624005.0,76
420035625001.0,122
420035625002.0,102
420035625003.0,169
420035625004.0,210
420035626001.0,86
420035626002.0,142
420035626003.0,172
420035626004.0,97
420035627001.0,225
420035627002.0,350
420035628001.0,61
420035628002.0,69
420035629001.0,120
420035629002.0,57
420035629003.0,73
420035630001.0,81
420035630002.0,62
420035630003.0,30
420035630004.0,42
420035631001.0,64
420035631002.0,137
420035631003.0,34
420035632001.0,274
420035632002.0,666
420035632003.0,337
420035639001.0,1
420035639002.0,10
420035644003.0,1
420035645003.0,1
420039800001.0,215
420039801001.0,65
420039803001.0,7
420039804001.0,16
420039805001.0,50
420039806001.0,152
420039807001.0,175
420039808001.0,19
420039809001.0,42
420039810001.0,39
420039811001.0,3
420039812001.0,201
420039818001.0,26
420039822001.0,86
