census_block_geoid,count
420031302001.0,106
420031302002.0,105
420031303001.0,171
420031303002.0,136
420031303003.0,171
420031304001.0,217
420031304002.0,101
420031304003.0,52
420031306001.0,137
420031306002.0,113
420031306003.0,318
420031401001.0,61
420031401002.0,52
420031401003.0,11
420031401004.0,38
420031402001.0,48
420031402002.0,45
420031403001.0,22
420031403002.0,19
420031403003.0,59
420031403004.0,48
420031404001.0,58
420031404002.0,27
420031404003.0,40
420031405001.0,208
420031405002.0,33
420031405003.0,48
420031406001.0,97
420031406002.0,67
420031406003.0,104
420031408001.0,110
420031408002.0,148
420031408003.0,89
420031410001.0,63
420031411001.0,60
420031413001.0,150
420031413002.0,59
420031413003.0,66
420031414001.0,46
420031414002.0,52
420031414003.0,59
420031414004.0,135
420031414005.0,67
420031516001.0,41
420031516002.0,39
420031516003.0,35
420031517001.0,124
420031517002.0,36
420031517003.0,33
420031517004.0,18
420031517005.0,53
420031517006.0,56
420031608001.0,67
420031608002.0,66
420031608003.0,40
420031608004.0,99
420031609001.0,168
420031609002.0,377
420031702001.0,392
420031702002.0,247
420031702003.0,952
420031702004.0,528
420031706001.0,69
420031706002.0,101
420031706003.0,71
420031803001.0,171
420031803002.0,349
420031803003.0,102
420031807001.0,99
420031807002.0,61
420031807003.0,90
420031903001.0,82
420031903002.0,85
420031911001.0,60
420031911002.0,74
420031914001.0,222
420031914002.0,165
420031915001.0,142
420031915002.0,120
420031916001.0,122
420031916002.0,63
420031916003.0,89
420031916004.0,98
420031916005.0,118
420031917001.0,125
420031917002.0,21
420031917003.0,66
420031918001.0,110
420031918002.0,41
420031918003.0,49
420031918004.0,83
420031918005.0,46
420031918006.0,44
420031918007.0,64
420031919001.0,23
420031919002.0,58
420031919003.0,80
420031920001.0,28
420031920002.0,63
420031920003.0,98
420031920004.0,80
420031920005.0,42
420032022001.0,142
420032022002.0,88
420032022003.0,26
420032023001.0,33
420032023002.0,81
420032023003.0,73
420032023004.0,60
420032107001.0,280
420032107002.0,100
420032206001.0,387
420032206002.0,199
420032406001.0,203
420032406002.0,184
420032412001.0,53
420032412002.0,55
420032503001.0,125
420032507001.0,283
420032509001.0,119
420032509002.0,85
420032602001.0,79
420032602002.0,83
420032602003.0,77
420032607001.0,141
420032607002.0,71
420032609001.0,292
420032612001.0,53
420032614001.0,65
420032614002.0,117
420032614003.0,89
420032614004.0,68
420032615001.0,102
420032615002.0,172
420032620001.0,135
420032620002.0,181
420032620003.0,113
420032701001.0,131
420032701002.0,86
420032703001.0,173
420032703002.0,64
420032704001.0,93
420032708001.0,95
420032708002.0,110
420032708003.0,42
420032715001.0,202
420032715002.0,220
420032715003.0,190
420032814001.0,55
420032814002.0,186
420032815001.0,63
420032815002.0,48
420032901001.0,156
420032901002.0,127
420032901003.0,178
420032902001.0,78
420032902002.0,47
420032902003.0,58
420032902004.0,87
420032902005.0,70
420032904001.0,140
420032904002.0,207
420032904003.0,43
420032904004.0,57
420032904005.0,103
420033001001.0,50
420033001002.0,104
420033001003.0,214
420033001004.0,142
420033001005.0,120
420033001006.0,98
420033102001.0,25
420033102002.0,18
420033102003.0,31
420033102004.0,40
420033102005.0,33
420033103001.0,28
420033204001.0,41
420033204002.0,37
420033204003.0,59
420033206001.0,78
420033206002.0,98
420033207001.0,94
420033207002.0,75
420034011002.0,1
420034090003.0,1
420034131004.0,1
420034141013.0,1
420034172001.0,1
420034211002.0,16
420034220004.0,1
420034240001.0,1
420034250003.0,1
420034263001.0,1
420034270002.0,1
420034270003.0,1
420034272002.0,1
420034281002.0,5
420034291001.0,1
420034292012.0,1
420034292023.0,1
420034294003.0,1
420034295003.0,1
420034297001.0,2
420034297002.0,1
420034311002.0,1
420034315002.0,2
420034315004.0,2
420034490001.0,1
420034508003.0,1
420034520001.0,2
420034520002.0,1
420034530031.0,1
420034560012.0,1
420034592011.0,1
420034592013.0,1
420034600021.0,1
420034610001.0,1
420034621001.0,1
420034621003.0,1
420034643001.0,1
420034643002.0,1
420034643004.0,1
420034644001.0,2
420034644003.0,1
420034656001.0,1
420034656002.0,1
420034658001.0,2
420034658003.0,1
420034688003.0,2
420034690001.0,3
420034690003.0,5
420034705021.0,3
420034710001.0,1
420034721001.0,6
420034723002.0,1
420034731001.0,1
420034733001.0,1
420034735003.0,1
420034761002.0,1
420034762002.0,1
420034772001.0,5
420034781002.0,1
420034781004.0,1
420034782001.0,1
420034790001.0,2
420034802001.0,1
420034803001.0,5
420034803003.0,4
420034810001.0,39
420034810002.0,51
420034810003.0,58
420034810004.0,5
420034825001.0,2
420034838001.0,1
420034838002.0,2
420034843001.0,1
420034868002.0,1
420034881002.0,9
420034883001.0,2
420034884004.0,1
420034886003.0,1
420034890012.0,1
420034900023.0,2
420034900032.0,2
420034900041.0,1
420034994003.0,1
420035041004.0,1
420035080002.0,1
420035094001.0,1
420035094002.0,1
420035094005.0,1
420035100001.0,12
420035151003.0,1
420035152002.0,1
420035154013.0,1
420035170002.0,1
420035190001.0,1
420035200011.0,1
420035213011.0,3
420035213022.0,1
420035214011.0,1
420035220002.0,1
420035231001.0,2
420035231002.0,1
420035231003.0,3
420035231004.0,3
420035232001.0,1
420035234002.0,1
420035235011.0,1
420035235012.0,1
420035235021.0,1
420035236002.0,1
420035240002.0,1
420035512002.0,1
420035513002.0,1
420035519002.0,1
420035520001.0,1
420035520003.0,1
420035521001.0,2
420035523001.0,1
420035604001.0,2
420035604002.0,1
420035605002.0,3
420035606001.0,2
420035606002.0,1
420035610002.0,1
420035611001.0,9
420035612001.0,6
420035612002.0,11
420035614002.0,1
420035614003.0,1
420035615002.0,1
420035615003.0,2
420035616001.0,60
420035616002.0,60
420035616003.0,121
420035616004.0,67
420035617001.0,31
420035617002.0,96
420035619001.0,38
420035619002.0,203
420035620001.0,107
420035620002.0,132
420035620003.0,55
420035623001.0,92
420035623002.0,80
420035623003.0,96
420035623004.0,109
420035623005.0,67
420035623006.0,137
420035624001.0,90
420035624002.0,82
420035624003.0,46
420035624004.0,79
420035624005.0,96
420035625001.0,82
420035625002.0,105
420035625003.0,193
420035625004.0,182
420035626001.0,82
420035626002.0,127
420035626003.0,163
420035626004.0,105
420035627001.0,171
420035627002.0,334
420035628001.0,41
420035628002.0,58
420035629001.0,160
420035629002.0,70
420035629003.0,84
420035630001.0,71
420035630002.0,47
420035630003.0,17
420035630004.0,47
420035631001.0,48
420035631002.0,113
420035631003.0,14
420035632001.0,202
420035632002.0,708
420035632003.0,316
420035639002.0,1
420035641002.0,1
420039800001.0,178
420039801001.0,53
420039803001.0,11
420039804001.0,22
420039805001.0,88
420039806001.0,160
420039807001.0,197
420039808001.0,14
420039809001.0,57
420039810001.0,31
420039811001.0,5
420039812001.0,178
420039818001.0,18
420039822001.0,89
